X,Y,Name,description,HCI_CODE,HCI_NAME,LICENCE_TYPE,HCI_TEL,POSTAL_CD,ADDR_TYPE,BLK_HSE_NO,FLOOR_NO,UNIT_NO,STREET_NAME,BUILDING_NAME,CLINIC_PROGRAMME_CODE,X_COORDINATE,Y_COORDINATE,INC_CRC,FMEL_UPD_D,Field_16,Field_10,Field_11,Field_12,Field_13,Field_14,Field_15,Field_8,Field_9,Field_6,Field_7,Field_4,Field_5,Field_2,Field_3,Field_1
103.859014406987,1.29593189474123,kml_287,,15M0177,CRAWFURD MEDICAL,MC,68049580,038983,B,3,02,482,TEMASEK BOULEVARD,SUNTEC CITY MALL,"CDMP,CHAS,ISP",30859.71977217,30923.09790327,0F18873CB1A4CBD7,20190213130534,20190213130534,TEMASEK BOULEVARD,SUNTEC CITY MALL,"CDMP,CHAS,ISP",30859.71977217,30923.09790327,0F18873CB1A4CBD7,02,482,B,3,68049580,038983,CRAWFURD MEDICAL,MC,15M0177
103.902727807655,1.32129030506821,kml_288,,9400329,CRESCENT CLINIC &  SURGERY,MD,67458624,401001,A,1A,01,2473,EUNOS CRESCENT,,"CDMP,CHAS,ISP",35724.56118985,33727.19377335,8EF7F5DE48564FF2,20190213130534,20190213130534,EUNOS CRESCENT,,"CDMP,CHAS,ISP",35724.56118985,33727.19377335,8EF7F5DE48564FF2,01,2473,A,1A,67458624,401001,CRESCENT CLINIC &  SURGERY,MD,9400329
103.846101472114,1.28439238197795,kml_289,,18M0076,CROSS STREET MEDICAL CLINIC,MC,,050531,B,531,01,35,UPPER CROSS STREET,HONG LIM COMPLEX,CHAS,29422.62998702,29647.10722163,3AB0D9F43E143439,20190213130534,20190213130534,UPPER CROSS STREET,HONG LIM COMPLEX,CHAS,29422.62998702,29647.10722163,3AB0D9F43E143439,01,35,B,531,,050531,CROSS STREET MEDICAL CLINIC,MC,18M0076
103.848993317286,1.33889072192265,kml_290,,17C0391,Camry Medical Centre,MD,62580553,310095,A,95,01,66,Toa Payoh Lorong 4,,CHAS,29744.43065433,35673.25535325,6C77D001D0C44227,20190213130534,20190213130534,Toa Payoh Lorong 4,,CHAS,29744.43065433,35673.25535325,6C77D001D0C44227,01,66,A,95,62580553,310095,Camry Medical Centre,MD,17C0391
103.831439767856,1.44565375674012,kml_291,,17M0134,Canberra Care Medical Clinic,MC,64831128,750120,A,120,01,04,CANBERRA CRESCENT,MULTI STOREY CAR PARK,"CDMP,CHAS",27790.91794434,47478.5652023,BB6AB0D6BE92F6AF,20190213130534,20190213130534,CANBERRA CRESCENT,MULTI STOREY CAR PARK,"CDMP,CHAS",27790.91794434,47478.5652023,BB6AB0D6BE92F6AF,01,04,A,120,64831128,750120,Canberra Care Medical Clinic,MC,17M0134
103.822587675699,1.44535856211355,kml_292,,9404889,Canberra Medical Aesthetics,MD,68520500,751306,A,306A,01,01,CANBERRA ROAD,MULTI STOREY CAR PARK,"CDMP,CHAS,ISP",26805.81890066,47445.92684198,74879D9423D7042B,20190213130534,20190213130534,CANBERRA ROAD,MULTI STOREY CAR PARK,"CDMP,CHAS,ISP",26805.81890066,47445.92684198,74879D9423D7042B,01,01,A,306A,68520500,751306,Canberra Medical Aesthetics,MD,9404889
103.850857689422,1.30568117506263,kml_293,,9405352,Care Family Clinic,MD,62995868,210663,A,663,01,12,BUFFALO ROAD,,"CDMP,CHAS,ISP",29951.94126147,32001.11541944,500D4A5B3735506F,20190213130534,20190213130534,BUFFALO ROAD,,"CDMP,CHAS,ISP",29951.94126147,32001.11541944,500D4A5B3735506F,01,12,A,663,62995868,210663,Care Family Clinic,MD,9405352
103.719222201398,1.34981225393483,kml_294,,12C0073,Caring Family Clinic,MD,65645677,640501,A,501,01,271,JURONG WEST STREET 51,,"CDMP,CHAS,ISP",15302.34180899,36881.19489032,4F9E54DC3396FB00,20190213130534,20190213130534,JURONG WEST STREET 51,,"CDMP,CHAS,ISP",15302.34180899,36881.19489032,4F9E54DC3396FB00,01,271,A,501,65645677,640501,Caring Family Clinic,MD,12C0073
103.690721731343,1.34148123560942,kml_295,,18M0078,Central 24-HR Clinic ( Pioneer North ),MC,63437731,640959,A,959,01,160,JURONG WEST STREET 92,,CHAS,12130.49662597,35960.15797364,08C0056B2B5A2A3F,20190213130534,20190213130534,JURONG WEST STREET 92,,CHAS,12130.49662597,35960.15797364,08C0056B2B5A2A3F,01,160,A,959,63437731,640959,Central 24-HR Clinic ( Pioneer North ),MC,18M0078
103.725180466271,1.34994543580238,kml_296,,14M0125,Central 24HR Clinic (Jurong West),MC,65657484,640492,A,492,01,54,JURONG WEST STREET 41,,"CDMP,CHAS,ISP",15965.43194163,36895.89117686,F923DD2B4B575A9A,20190213130534,20190213130534,JURONG WEST STREET 41,,"CDMP,CHAS,ISP",15965.43194163,36895.89117686,F923DD2B4B575A9A,01,54,A,492,65657484,640492,Central 24HR Clinic (Jurong West),MC,14M0125
103.885679159796,1.37297840263115,kml_297,,15M0045,CENTRAL HEALTH ( MEDICAL CLINIC ),MC,63972584,530681,A,681,01,829,HOUGANG AVENUE 8,,"CDMP,CHAS",33827.09177047,39442.55542398,A24AA09E53E8079F,20190213130534,20190213130534,HOUGANG AVENUE 8,,"CDMP,CHAS",33827.09177047,39442.55542398,A24AA09E53E8079F,01,829,A,681,63972584,530681,CENTRAL HEALTH ( MEDICAL CLINIC ),MC,15M0045
103.901431784397,1.31720886041624,kml_298,,9400203,Changi Clinic,MD,67428865,400848,A,848,01,734,Sims Avenue,Eunosville,"CDMP,CHAS,ISP",35580.33893898,33275.88427339,48402DDCD24EE554,20190213130534,20190213130534,Sims Avenue,Eunosville,"CDMP,CHAS,ISP",35580.33893898,33275.88427339,48402DDCD24EE554,01,734,A,848,67428865,400848,Changi Clinic,MD,9400203
103.766228468168,1.38540569301034,kml_299,,9405763,Chin Medical Clinic,MD,64688195,671524,B,524A,02,02A,JELAPANG ROAD,GREENRIDGE SHOPPING CENTRE,"CDMP,CHAS,ISP",20533.72990182,40816.74398038,E64094C376A367F3,20190213130534,20190213130534,JELAPANG ROAD,GREENRIDGE SHOPPING CENTRE,"CDMP,CHAS,ISP",20533.72990182,40816.74398038,E64094C376A367F3,02,02A,B,524A,64688195,671524,Chin Medical Clinic,MD,9405763
103.826785447839,1.28569742860668,kml_300,,9403452,Chua & Partners Family Clinic,MD,62719004,164018,A,18,02,05,Jalan Membina,,"CDMP,CHAS,ISP",27272.91702844,29791.40992481,6004B0BE40B57AC6,20190213130534,20190213130534,Jalan Membina,,"CDMP,CHAS,ISP",27272.91702844,29791.40992481,6004B0BE40B57AC6,02,05,A,18,62719004,164018,Chua & Partners Family Clinic,MD,9403452
103.953541143682,1.34359376196236,kml_301,,9400278,Chua Medical Centre Pte Ltd,MD,67853825,520248,A,248,01,134,Simei St 3,,"CDMP,CHAS,ISP",41379.46959545,36193.61699028,C3484AAC6ADEDFB7,20190213130534,20190213130534,Simei St 3,,"CDMP,CHAS,ISP",41379.46959545,36193.61699028,C3484AAC6ADEDFB7,01,134,A,248,67853825,520248,Chua Medical Centre Pte Ltd,MD,9400278
103.842184815289,1.27484974873873,kml_302,,17M0238,Clearbridge Medical Group,MC,62233303,089218,B,11,01,02,KEE SENG STREET,ONZE @ TANJONG PAGAR,CHAS,28986.74223664,28591.93025892,35933442A11175B5,20190213130534,20190213130534,KEE SENG STREET,ONZE @ TANJONG PAGAR,CHAS,28986.74223664,28591.93025892,35933442A11175B5,01,02,B,11,62233303,089218,Clearbridge Medical Group,MC,17M0238
103.940116990924,1.31218816522514,kml_303,,9405576,Clinic@Costa,MD,62433638,469994,A,84,01,35/36,BAYSHORE ROAD,COSTA DEL SOL,"CDMP,CHAS,ISP",39885.65485443,32720.87166699,C33968966939ED09,20190213130534,20190213130534,BAYSHORE ROAD,COSTA DEL SOL,"CDMP,CHAS,ISP",39885.65485443,32720.87166699,C33968966939ED09,01,35/36,A,84,62433638,469994,Clinic@Costa,MD,9405576
103.746636294808,1.39706598488567,kml_304,,9405127,Clover Medical Clinic Pte Ltd,MD,65094480,689578,B,21,B1,25,CHOA CHU KANG NORTH 6,YEW TEE POINT,"CDMP,CHAS,ISP",18353.41782778,42106.15224732,56A12270A796A4C8,20190213130534,20190213130534,CHOA CHU KANG NORTH 6,YEW TEE POINT,"CDMP,CHAS,ISP",18353.41782778,42106.15224732,56A12270A796A4C8,B1,25,B,21,65094480,689578,Clover Medical Clinic Pte Ltd,MD,9405127
103.784598100789,1.30849288053919,kml_305,,18M0131,Cornerstone Medical,MC,62620018,271029,A,29A,01,03,GHIM MOH LINK,,CHAS,22577.86531828,32312.0651962,98A4F20975125CED,20190213130534,20190213130534,GHIM MOH LINK,,CHAS,22577.86531828,32312.0651962,98A4F20975125CED,01,03,A,29A,62620018,271029,Cornerstone Medical,MC,18M0131
103.744393648371,1.37736607411235,kml_306,,9400325,Corporation Clinic (Choa Chu Kang),MD,67643085,680253,A,253,01,21,Choa Chu Kang Ave 1,,"CDMP,CHAS,ISP",18103.75914412,39927.84273336,54E0F26F0EC8B64D,20190213130534,20190213130534,Choa Chu Kang Ave 1,,"CDMP,CHAS,ISP",18103.75914412,39927.84273336,54E0F26F0EC8B64D,01,21,A,253,67643085,680253,Corporation Clinic (Choa Chu Kang),MD,9400325
103.879517231861,1.35144832553092,kml_307,,9404553,DAILY MEDICAL CENTRE,MD,62843218,530159,A,159,01,17,HOUGANG STREET 11,,"CDMP,CHAS,ISP",33141.39009194,37061.85425455,2666C2A51070FE05,20190213130534,20190213130534,HOUGANG STREET 11,,"CDMP,CHAS,ISP",33141.39009194,37061.85425455,2666C2A51070FE05,01,17,A,159,62843218,530159,DAILY MEDICAL CENTRE,MD,9404553
103.825776599298,1.44381831615093,kml_308,,17M0309,DAY & NIGHT FAMILY CLINIC,MC,64816625,769687,B,77,01,77,JALAN MALU-MALU,KINDOL GARDENS,CHAS,27160.69551254,47275.61271136,22ADD6A6660AFE84,20190213130534,20190213130534,JALAN MALU-MALU,KINDOL GARDENS,CHAS,27160.69551254,47275.61271136,22ADD6A6660AFE84,01,77,B,77,64816625,769687,DAY & NIGHT FAMILY CLINIC,MC,17M0309
103.949715695148,1.37244981704712,kml_309,,9404467,DAYSPRING MEDICAL CLINIC (PASIR RIS),MD,65850123,518457,B,1,05,08/09,PASIR RIS CENTRAL ST 3,WHITE SANDS,"CDMP,CHAS,ISP",40953.58435431,39384.35835445,26E3B1F77B7AD1AF,20190213130534,20190213130534,PASIR RIS CENTRAL ST 3,WHITE SANDS,"CDMP,CHAS,ISP",40953.58435431,39384.35835445,26E3B1F77B7AD1AF,05,08/09,B,1,65850123,518457,DAYSPRING MEDICAL CLINIC (PASIR RIS),MD,9404467
103.847429981968,1.28428813152396,kml_310,,17M0113,DOCTORS FOR LIFE MEDICAL,MC,69090527,048660,B,3,01,02,PICKERING STREET,NANKIN ROW,"CDMP,CHAS",29570.48218638,29635.58050753,84DE3C16495770E4,20190213130534,20190213130534,PICKERING STREET,NANKIN ROW,"CDMP,CHAS",29570.48218638,29635.58050753,84DE3C16495770E4,01,02,B,3,69090527,048660,DOCTORS FOR LIFE MEDICAL,MC,17M0113
103.848704963536,1.3329791344348,kml_311,,9403934,DOCTORS INC MEDICAL GROUP,MD,63563633,310190,A,190,01,590,TOA PAYOH LORONG 6,,"CDMP,CHAS,ISP",29712.34410961,35019.58213517,3E197A20498562DB,20190213130534,20190213130534,TOA PAYOH LORONG 6,,"CDMP,CHAS,ISP",29712.34410961,35019.58213517,3E197A20498562DB,01,590,A,190,63563633,310190,DOCTORS INC MEDICAL GROUP,MD,9403934
103.720708632127,1.32707670705423,kml_312,,9405346,"DOCTORS KOO, LOH & ASSOCIATES (PTE) LTD",MD,62665939,610152,A,152,B1,03,YUNG HO RD,,"CDMP,CHAS,ISP",15467.64982697,34367.20190482,F48DC28F5C85F837,20190213130534,20190213130534,YUNG HO RD,,"CDMP,CHAS,ISP",15467.64982697,34367.20190482,F48DC28F5C85F837,B1,03,A,152,62665939,610152,"DOCTORS KOO, LOH & ASSOCIATES (PTE) LTD",MD,9405346
103.786975733471,1.29620081099846,kml_313,,9405729,DOVER MEDICAL CENTRE,MD,67756266,139961,A,69,01,03,AYER RAJAH CRESCENT,,"CDMP,CHAS,ISP",22842.44869069,30952.86601124,6EEE9D694D18C09B,20190213130534,20190213130534,AYER RAJAH CRESCENT,,"CDMP,CHAS,ISP",22842.44869069,30952.86601124,6EEE9D694D18C09B,01,03,A,69,67756266,139961,DOVER MEDICAL CENTRE,MD,9405729
103.697174842354,1.34169239237791,kml_314,,15M0263,DR CHUA'S FAMILY CLINIC PTE. LTD.,MC,67928505,640638,A,638,02,04,JURONG WEST STREET 61,PIONEER MALL,CHAS,12848.66147374,35983.46577397,B70AB6D5F96286F8,20190213130534,20190213130534,JURONG WEST STREET 61,PIONEER MALL,CHAS,12848.66147374,35983.46577397,B70AB6D5F96286F8,02,04,A,638,67928505,640638,DR CHUA'S FAMILY CLINIC PTE. LTD.,MC,15M0263
103.848408631153,1.27698070731049,kml_315,,9402383,DR LIM LEAN HUAT & ASSOCIATES PTE LTD,MD,63238611,068809,B,6,40,03,SHENTON WAY,TOWER ONE,"CDMP,CHAS,ISP",29679.40246409,28827.56390911,FBA9D0CF27EB9C75,20190213130534,20190213130534,SHENTON WAY,TOWER ONE,"CDMP,CHAS,ISP",29679.40246409,28827.56390911,FBA9D0CF27EB9C75,40,03,B,6,63238611,068809,DR LIM LEAN HUAT & ASSOCIATES PTE LTD,MD,9402383
103.692916978325,1.34170245992124,kml_316,,11C0094,DR SOH FAMILY CLINIC,MD,67917735,640966,A,966,01,221,JURONG WEST STREET 93,,"CDMP,CHAS,ISP",12374.80604888,35984.60575704,A5BB65F91279F158,20190213130534,20190213130534,JURONG WEST STREET 93,,"CDMP,CHAS,ISP",12374.80604888,35984.60575704,A5BB65F91279F158,01,221,A,966,67917735,640966,DR SOH FAMILY CLINIC,MD,11C0094
103.842433596845,1.27568702794453,kml_317,,9400400,DRS CHUA & PARTNERS PTE LTD,MD,62210607,082001,B,1,01,10,TANJONG PAGAR PLAZA,,"CDMP,CHAS,ISP",29014.42932992,28684.51239358,50D45F8A9812C316,20190213130534,20190213130534,TANJONG PAGAR PLAZA,,"CDMP,CHAS,ISP",29014.42932992,28684.51239358,50D45F8A9812C316,01,10,B,1,62210607,082001,DRS CHUA & PARTNERS PTE LTD,MD,9400400
103.875680063619,1.35060795579762,kml_318,,9400415,DRS LIM & CHAN CLINIC,MD,62803009,531002,A,2,01,50,LOR LEW LIAN,,"CDMP,CHAS,ISP",32714.35802716,36968.92273655,602DE24F76F523DC,20190213130534,20190213130534,LOR LEW LIAN,,"CDMP,CHAS,ISP",32714.35802716,36968.92273655,602DE24F76F523DC,01,50,A,2,62803009,531002,DRS LIM & CHAN CLINIC,MD,9400415
103.890680792157,1.35370297114613,kml_319,,9400414,DRS LIM & CHAN CLINIC,MD,62800990,530106,A,106,01,1235,HOUGANG AVE 1,,"CDMP,CHAS,ISP",34383.76324398,37311.18813248,A919AA1190A218B3,20190213130534,20190213130534,HOUGANG AVE 1,,"CDMP,CHAS,ISP",34383.76324398,37311.18813248,A919AA1190A218B3,01,1235,A,106,62800990,530106,DRS LIM & CHAN CLINIC,MD,9400414
103.690721731343,1.34148123560942,kml_320,,9400417,"DRS OH, LIM, WONG & PARTNERS",MD,67913988,640959,A,959,01,154,JURONG WEST ST 92,,"CDMP,CHAS,ISP",12130.49662597,35960.15797364,08C0056B1E04511C,20190213130534,20190213130534,JURONG WEST ST 92,,"CDMP,CHAS,ISP",12130.49662597,35960.15797364,08C0056B1E04511C,01,154,A,959,67913988,640959,"DRS OH, LIM, WONG & PARTNERS",MD,9400417
103.853331827201,1.29407644480036,kml_321,,9400421,"DRS SINGH & PARTNERS, RAFFLES CITY MEDICAL CENTRE",MD,63388883,179103,B,252,02,16,NORTH BRIDGE RD,RAFFLES CITY SHOPPING CENTRE,"CDMP,CHAS,ISP",30227.30018743,30717.92610323,ECA38C76F679FF19,20190213130534,20190213130534,NORTH BRIDGE RD,RAFFLES CITY SHOPPING CENTRE,"CDMP,CHAS,ISP",30227.30018743,30717.92610323,ECA38C76F679FF19,02,16,B,252,63388883,179103,"DRS SINGH & PARTNERS, RAFFLES CITY MEDICAL CENTRE",MD,9400421
103.722451247982,1.33237347600046,kml_322,,9404298,DRS TANG & PARTNERS PTE. LTD.,MD,62656077,610064,A,64,01,115,YUNG KUANG ROAD,,"CDMP,CHAS,ISP",15661.61193978,34952.88381813,B0C7BAF7429899DC,20190213130534,20190213130534,YUNG KUANG ROAD,,"CDMP,CHAS,ISP",15661.61193978,34952.88381813,B0C7BAF7429899DC,01,115,A,64,62656077,610064,DRS TANG & PARTNERS PTE. LTD.,MD,9404298
103.809758591462,1.29531966312279,kml_323,,16M0037,Dawson Medical Clinic,MC,62502022,141085,A,85,01,05,DAWSON ROAD,,"CDMP,CHAS",25377.97979831,30855.39820025,53E1BA84F31B2C38,20190213130534,20190213130534,DAWSON ROAD,,"CDMP,CHAS",25377.97979831,30855.39820025,53E1BA84F31B2C38,01,05,A,85,62502022,141085,Dawson Medical Clinic,MC,16M0037
103.774102413755,1.43036145793777,kml_324,,9400346,Doctors Clinic & Surgery,MD,62691017,730305,A,305,01,91,Woodlands Street 31,,"CDMP,CHAS,ISP",21410.12584057,45787.70464629,1F4E198960063AE0,20190213130534,20190213130534,Woodlands Street 31,,"CDMP,CHAS,ISP",21410.12584057,45787.70464629,1F4E198960063AE0,01,91,A,305,62691017,730305,Doctors Clinic & Surgery,MD,9400346
103.781779696786,1.30446092684555,kml_325,,9404789,Dover Clinic and Surgery Pte Ltd,MD,67757410,130028,A,28,01,89,DOVER CRESCENT,MULTI STOREY CAR PARK,"CDMP,CHAS,ISP",22264.19399576,31866.23859015,B25F4CF727BBAAD2,20190213130534,20190213130534,DOVER CRESCENT,MULTI STOREY CAR PARK,"CDMP,CHAS,ISP",22264.19399576,31866.23859015,B25F4CF727BBAAD2,01,89,A,28,67757410,130028,Dover Clinic and Surgery Pte Ltd,MD,9404789
103.826764453903,1.29113483647707,kml_326,,16M0086,Dr Gary's Family Clinic,MC,68039375,160077,A,77,01,519,INDUS ROAD,INDUS GARDEN,"CDMP,CHAS",27270.58206537,30392.65039898,FAF6E4A9C7FAC345,20190213130534,20190213130534,INDUS ROAD,INDUS GARDEN,"CDMP,CHAS",27270.58206537,30392.65039898,FAF6E4A9C7FAC345,01,519,A,77,68039375,160077,Dr Gary's Family Clinic,MC,16M0086
103.845703844549,1.33864901778038,kml_327,,15M0363,Dr Jeremy Chan Medical Clinic,MC,62504191,310123,A,123,01,493,LORONG 1 TOA PAYOH,,"CDMP,CHAS,ISP",29378.34774523,35646.52690755,C8E676B62096CF96,20190213130534,20190213130534,LORONG 1 TOA PAYOH,,"CDMP,CHAS,ISP",29378.34774523,35646.52690755,C8E676B62096CF96,01,493,A,123,62504191,310123,Dr Jeremy Chan Medical Clinic,MC,15M0363
103.801057143564,1.4483415501858,kml_328,,15M0264,Dr Nah & Lee Family Clinic,MC,62501528,730780,A,780,01,03,WOODLANDS CRESCENT,MULTI STOREY CAR PARK,"CDMP,CHAS,ISP",24409.81299767,47775.79341239,494DD678C664FBA3,20190213130534,20190213130534,WOODLANDS CRESCENT,MULTI STOREY CAR PARK,"CDMP,CHAS,ISP",24409.81299767,47775.79341239,494DD678C664FBA3,01,03,A,780,62501528,730780,Dr Nah & Lee Family Clinic,MC,15M0264
103.815711568942,1.28846476848129,kml_329,,9402665,Dr Steven Ang Aesthetic & Family Clinic,MD,64767333,154075,A,75D,01,112,Redhill Road,,"CDMP,CHAS,ISP",26040.48875539,30097.41385249,4FC293D14D3E6F20,20190213130534,20190213130534,Redhill Road,,"CDMP,CHAS,ISP",26040.48875539,30097.41385249,4FC293D14D3E6F20,01,112,A,75D,64767333,154075,Dr Steven Ang Aesthetic & Family Clinic,MD,9402665
103.706685012636,1.33945271688955,kml_330,,9404475,Dr W.K. Koo & Associates P.L.,MD,67922669,648886,B,1,01,16A&B,JURONG WEST CENTRAL 2,JURONG POINT,"CDMP,CHAS",13907.03052829,35735.75646953,FF44F959C9B9A7FA,20190213130534,20190213130534,JURONG WEST CENTRAL 2,JURONG POINT,"CDMP,CHAS",13907.03052829,35735.75646953,FF44F959C9B9A7FA,01,16A&B,B,1,67922669,648886,Dr W.K. Koo & Associates P.L.,MD,9404475
103.853356159197,1.3016621621815,kml_331,,14M0063,Dr. Tan & Partners,MC,68844119,189646,B,180,02,20,BENCOOLEN STREET,"BENCOOLEN, THE","CDMP,CHAS,ISP",30230.0014839,31556.71570668,C4B8DD44876941AE,20190213130534,20190213130534,BENCOOLEN STREET,"BENCOOLEN, THE","CDMP,CHAS,ISP",30230.0014839,31556.71570668,C4B8DD44876941AE,02,20,B,180,68844119,189646,Dr. Tan & Partners,MC,14M0063
103.841474932159,1.29190031525081,kml_332,,16C0146,Dr. Tan & Partners,MD,62387810,237995,B,11,02,06/07,UNITY STREET,ROBERTSON WALK,"CDMP,CHAS",28907.73175132,30477.29363499,2B2C195FCD0E04F1,20190213130534,20190213130534,UNITY STREET,ROBERTSON WALK,"CDMP,CHAS",28907.73175132,30477.29363499,2B2C195FCD0E04F1,02,06/07,B,11,62387810,237995,Dr. Tan & Partners,MD,16C0146
103.906559535195,1.30676759327701,kml_333,,16M0190,Dr. Tan & Partners @ Katong,MC,66352551,428890,B,184,,,EAST COAST ROAD,,"CDMP,CHAS",36151.04192331,32121.35792075,E072734E3FFC8236,20190213130534,20190213130534,EAST COAST ROAD,,"CDMP,CHAS",36151.04192331,32121.35792075,E072734E3FFC8236,,,B,184,66352551,428890,Dr. Tan & Partners @ Katong,MC,16M0190
103.805373812286,1.31641190070436,kml_334,,15M0356,Dr.W Family Clinic,MC,64754262,260008,A,8,01,09,EMPRESS ROAD,,"CDMP,CHAS",24890.01816124,33187.67453058,B488E5260FDA6D98,20190213130534,20190213130534,EMPRESS ROAD,,"CDMP,CHAS",24890.01816124,33187.67453058,B488E5260FDA6D98,01,09,A,8,64754262,260008,Dr.W Family Clinic,MC,15M0356
103.845737117486,1.33833133425818,kml_335,,9404839,Drs Chan & Tang Family Clinic,MD,62511782,310125,A,125,01,549,LORONG 1 TOA PAYOH,,"CDMP,CHAS,ISP",29382.05076063,35611.3990661,C04D108DA1B281EA,20190213130534,20190213130534,LORONG 1 TOA PAYOH,,"CDMP,CHAS,ISP",29382.05076063,35611.3990661,C04D108DA1B281EA,01,549,A,125,62511782,310125,Drs Chan & Tang Family Clinic,MD,9404839
103.802999738051,1.2859336675265,kml_336,,13C0095,Drs Chua & Partners (AV) Pte Ltd,MD,63773179,150125,A,125,01,174,Bukit Merah Lane 1,,"CDMP,CHAS",24625.76619298,29817.55108082,785ECF34C0CB0CAE,20190213130534,20190213130534,Bukit Merah Lane 1,,"CDMP,CHAS",24625.76619298,29817.55108082,785ECF34C0CB0CAE,01,174,A,125,63773179,150125,Drs Chua & Partners (AV) Pte Ltd,MD,13C0095
103.696942416846,1.33755128795461,kml_337,,9405351,"Drs Koo, Fok & Associates( Pioneer )",MD,68622380,648310,B,31,02,04,JURONG WEST STREET 63,,"CDMP,CHAS",12822.76951404,35525.56378608,5CB3822D70C0AD37,20190213130534,20190213130534,JURONG WEST STREET 63,,"CDMP,CHAS",12822.76951404,35525.56378608,5CB3822D70C0AD37,02,04,B,31,68622380,648310,"Drs Koo, Fok & Associates( Pioneer )",MD,9405351
103.84311774345,1.27712012192209,kml_338,,16M0035,Duxton Medical Clinic,MC,65383573,081007,A,7,01,106,TANJONG PAGAR PLAZA,,"CDMP,CHAS",29090.56883644,28842.97679017,5A6543EF30AA6961,20190213130534,20190213130534,TANJONG PAGAR PLAZA,,"CDMP,CHAS",29090.56883644,28842.97679017,5A6543EF30AA6961,01,106,A,7,65383573,081007,Duxton Medical Clinic,MC,16M0035
103.845130852041,1.33781465664298,kml_339,,12C0029,E MEDICAL CLINIC & SURGERY,MD,63569391,310126,A,126,01,567,LORONG 1 TOA PAYOH,,"CDMP,CHAS,ISP",29314.58021652,35554.26718745,5139DA031F64740C,20190213130534,20190213130534,LORONG 1 TOA PAYOH,,"CDMP,CHAS,ISP",29314.58021652,35554.26718745,5139DA031F64740C,01,567,A,126,63569391,310126,E MEDICAL CLINIC & SURGERY,MD,12C0029
103.752037439143,1.34925602242423,kml_340,,9403935,E Medical Clinic & Surgery,MD,65632798,650639,A,639,01,34,Bukit Batok Central,,CHAS,18954.31382203,36819.54294232,F6EF8074067C6986,20190213130534,20190213130534,Bukit Batok Central,,CHAS,18954.31382203,36819.54294232,F6EF8074067C6986,01,34,A,639,65632798,650639,E Medical Clinic & Surgery,MD,9403935
103.762740587674,1.31402057647513,kml_341,,9405740,E. L. CHIN FAMILY CLINIC & SURGERY PTE. LTD.,MD,67775182,120432,A,432,01,272,CLEMENTI AVE 3,,"CDMP,CHAS,ISP",20145.34418026,32923.34767933,8483F547890D3012,20190213130534,20190213130534,CLEMENTI AVE 3,,"CDMP,CHAS,ISP",20145.34418026,32923.34767933,8483F547890D3012,01,272,A,432,67775182,120432,E. L. CHIN FAMILY CLINIC & SURGERY PTE. LTD.,MD,9405740
103.856924681479,1.31291563996519,kml_342,,9400439,E.C. NG MEDICAL CENTRE,MD,62960947,208393,B,2,01,01,MARNE ROAD,STUDIOS @ MARNE,"CDMP,CHAS,ISP",30627.13407767,32801.0708971,858526600794A4E0,20190213130534,20190213130534,MARNE ROAD,STUDIOS @ MARNE,"CDMP,CHAS,ISP",30627.13407767,32801.0708971,858526600794A4E0,01,01,B,2,62960947,208393,E.C. NG MEDICAL CENTRE,MD,9400439
103.737623303578,1.33658465341547,kml_343,,9400441,E.J. TAN CLINIC & SURGERY,MD,6560660,600104,A,104,01,100,JURONG EAST ST 13,,"CDMP,CHAS,ISP",17350.12472936,35418.46406705,2399B71D8E7B5A90,20190213130534,20190213130534,JURONG EAST ST 13,,"CDMP,CHAS,ISP",17350.12472936,35418.46406705,2399B71D8E7B5A90,01,100,A,104,6560660,600104,E.J. TAN CLINIC & SURGERY,MD,9400441
103.894446070261,1.29769266267746,kml_344,,9402310,EAST COAST FAMILY CLINIC,MC,64404556,437932,B,121,01,05,MEYER ROAD,THE MAKENA,"CDMP,CHAS,ISP",34802.94887881,31117.86223872,88B2C1F927D42449,20190213130534,20190213130534,MEYER ROAD,THE MAKENA,"CDMP,CHAS,ISP",34802.94887881,31117.86223872,88B2C1F927D42449,01,05,B,121,64404556,437932,EAST COAST FAMILY CLINIC,MC,9402310
103.941288714677,1.32371678656959,kml_345,,9400452,EAST COAST MEDICAL CENTRE,MD,64430109,462057,A,57A,01,1374,NEW UPPER CHANGI RD,,"CDMP,CHAS",40016.00162594,33995.65532198,CA08810D3E47EA7F,20190213130534,20190213130534,NEW UPPER CHANGI RD,,"CDMP,CHAS",40016.00162594,33995.65532198,CA08810D3E47EA7F,01,1374,A,57A,64430109,462057,EAST COAST MEDICAL CENTRE,MD,9400452
103.742159955431,1.33997597903837,kml_346,,9404535,EASTERN CLINIC & SURGERY PTE LTD,MD,65614458,600235,A,235,01,316,JURONG EAST STREET 21,,"CDMP,CHAS,ISP",17855.02063743,35793.44079941,FC6878086A00499D,20190213130534,20190213130534,JURONG EAST STREET 21,,"CDMP,CHAS,ISP",17855.02063743,35793.44079941,FC6878086A00499D,01,316,A,235,65614458,600235,EASTERN CLINIC & SURGERY PTE LTD,MD,9404535
